,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
281,"El alférez Pulver es un tripulante de un buque mercante estadounidense que navega por las aguas del Océano Pacífico durante la Segunda Guerra Mundial. Durante la travesía, tiene que convivir con sus compañeros y con los oficiales del mando quienes, a su vez, están enfrentados entre ellos.",3,3_kuribayashi_capitán_kaffee_soldados,"['kuribayashi', 'capitán', 'kaffee', 'soldados', 'schofield', 'coronel', 'teniente', 'marina', 'alemán', 'soldado']","En la mañana del 6 de junio de 1944, comienzo de la invasión de Normandía, los soldados estadounidenses se preparan para desembarcar en la playa de Omaha. Nada más abrirse las puertas de sus lanchas de desembarco son recibidos por un feroz fuego de Ametralladoras MG 42 y artillería alemana, que masacra a muchos de los soldados en cuanto ponen pie en tierra. El capitán John H. Miller, al mando de la compañía Charlie del 2.º Batallón Ranger, sobrevive a la carnicería del desembarco, reúne a un grupo de soldados para intentar penetrar las defensas alemanas y abre brecha para avanzar desde la playa.",kuribayashi - capitán - kaffee - soldados - schofield - coronel - teniente - marina - alemán - soldado,1.0,False
282,"El escritor y periodista Truman Capote (Philip Seymour Hoffman) decide investigar y analizar el asesinato de los Clutter, una familia de granjeros de Kansas, a manos de dos hombres, y publica una de sus obras más conocidas: In Cold Blood.",2,2_policía_valjean_merrick_prisión,"['policía', 'valjean', 'merrick', 'prisión', 'cogburn', 'malcolm', 'stallworth', 'hospital', 'martin', 'hampton']","En el oeste de Texas, en junio de 1980, todo está desolado y es un país abierto. El investigador de homicidios Ed Tom Bell (Tommy Lee Jones) lamenta el aumento de la violencia en una región en la que, como su padre y su abuelo antes que él, se ha vinculado a la oficina del sheriff.",policía - valjean - merrick - prisión - cogburn - malcolm - stallworth - hospital - martin - hampton,0.7521068094650185,False
283,"La película está narrada por la adulta Jean Louise ""Scout"" Finch. La joven Scout y su hermano mayor preadolescente Jem viven en la ciudad ficticia de Maycomb, Alabama, a principios de la década de 1930. A pesar de los medios modestos de la familia, los niños disfrutan de una infancia feliz, atendida por su padre viudo, Atticus Finch, y el ama de llaves negra de la familia, Calpurnia. Durante el verano, Jem, Scout y su amigo Dill juegan y a menudo buscan a Arthur ""Boo"" Radley, un vecino extraño y solitario que vive con su padre Nathan. Los niños nunca han visto a Boo, que rara vez sale de la casa. En diferentes ocasiones, Jem ha encontrado pequeños objetos que quedan dentro del nudo de un árbol en la propiedad Radley. Estos incluyen un reloj de bolsillo roto, una vieja medalla de ortografía y una navaja de bolsillo.",1,1_película_gillis_freddie_john,"['película', 'gillis', 'freddie', 'john', 'juguetes', 'george', 'michael', 'maggie', 'norma', 'años']","La película está dedicada a la vida y obra del periodista, prosista y socialista estadounidense John Reed , así como a su relación con su futura esposa, la periodista Louise Bryant durante el periodo 1915-1920. La película contiene entrevistas con contemporáneos y amigos de los personajes principales, así como con personajes históricos, incluido Scott Nearing  , un activista por la paz estadounidense y radical de 98 años . Otros testigos incluyen a la periodista estadounidense Dorothy Frooks , el influyente periodista George Seldes y el escritor Henry Miller .",película - gillis - freddie - john - juguetes - george - michael - maggie - norma - años,0.6460679232991412,False
284,"Cuatro empresarios de Atlanta: Ed Gentry (Jon Voight), Lewis Medlock (Burt Reynolds), Bobby Trippe (Ned Beatty) y Drew Ballinger (Ronny Cox) deciden descender un río en piragua en el remoto norte del estado de Georgia y disfrutar del paraje natural antes de que el valle del río (llamado ficticiamente Cahulawassee) sea inundado por la construcción de una represa generadora eléctrica. Lewis, experimentado amante de la naturaleza, cazador y aventurero, es el líder de la aventura. Ed también ha viajado alguna vez con Lewis, pero Bobby y Drew son principiantes.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.16737094537957975,False
285,"Varios pasajeros, entre los que se encuentra un joven diplomático inglés Conway, sobreviven a un accidente aéreo en el Himalaya en un avión de transporte de pasajeros de India a China. Cuando creen que la muerte es inevitable en medio de las montañas en un lugar inexplorado, son rescatados por una caravana de montañistas bien equipados que vienen de Shangri-La, una idílica y utópica comunidad que vive oculta en el Tíbet, rodeada por unas montañas que forman un valle con un clima muy especial. ",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.2685528588430911,False
286,"La acción comienza en Londres, en 1912. Una tarde lluviosa en Covent Garden, al salir de la ópera encontramos a Henry Higgins (Rex Harrison), un arrogante, irascible y misógino profesor de fonética que cree que el habla de una persona determina su futuro social. Presume de ello frente al coronel Hugh Pickering (Wilfrid Hyde-White), también experto en fonética y admirador de sus métodos, asegurando que puede enseñar a cualquier mujer a hablar con propiedad hasta el punto de hacerla pasar por duquesa en el baile anual de la embajada. Para ello le muestra como ejemplo a una joven florista callejera llamada Eliza Doolittle (Audrey Hepburn), con un fuerte acento cockney: la mujer ha sufrido un percance con el público que salía de la ópera, se ha enfadado y no para de quejarse por ello.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.45806262538199505,False
287,"Ryan Bringhman (George Clooney) es la estrella de una empresa que es contratada por otras para despedir a sus empleados. Por ello, pasa sus días viajando en avión y considera a los aeropuertos y a los aviones su verdadera casa. No ve prácticamente a su familia y no cree en las relaciones de pareja estables. Pero, cuando una joven compañera de trabajo, Natalie Keener (Anna Kendrick) propone un nuevo modo de despido en el que no hace falta viajar, todo se complica y Ryan se opone. Entonces, su jefe toma una decisión: Ryan tiene dos meses para demostrar que, pese a los gastos, la empresa debe continuar con los viajes, llevando consigo a su nueva compañera.[2]​",0,0_roxie_madre_familia_york,"['roxie', 'madre', 'familia', 'york', 'mark', 'nueva', 'daisy', 'woody', 'bird', 'bugsy']","Nina Sayers (Natalie Portman) es una joven e introvertida bailarina en una prestigiosa compañía de ballet de Nueva York. Vive con su madre, Erica (Barbara Hershey), que es una exbailarina y quien la consiente y la trata como una niña. ",roxie - madre - familia - york - mark - nueva - daisy - woody - bird - bugsy,0.5069394283274922,False
288,"La historia de Babel comienza con dos jóvenes marroquíes que prueban un rifle de su padre, apuntando hacia un autobús de turistas e hiriendo gravemente a una turista estadounidense, con esto causan una serie de sucesos en tres grupos de personas que se encuentran en tres partes del mundo: una joven sordomuda que vive en Tokio, un matrimonio de turistas estadounidenses que están de vacaciones en Marruecos y una niñera mexicana que vive en Estados Unidos. La historia se centra en tres conjuntos interrelacionados de situaciones y personajes, y muchos acontecimientos se revelan fuera de secuencia. El siguiente resumen de la trama se ha simplificado por lo que no se corresponde con la secuencia exacta de los acontecimientos en la pantalla. Con excepción de la niñera mexicana con los turistas estadounidenses, ninguno de los grupos de personajes se conocen a pesar de la aparente conexión que se crea entre ellos y siempre vivirán sus sucesos bajo su propio entorno.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.5265524961716344,False
289,"En un parque de diversiones situado en una zona rural de Irlanda del Norte, un voluntario del IRA llamado Fergus (Stephen Rea), junto con otros miembros del IRA liderados por Maguire (Adrian Dunbar), llevan a cabo el secuestro de Jody (Forest Whitaker), un soldado británico. Este hecho ocurre después de que una miembro del IRA llamada Jude (Miranda Richardson) atrajera a Jody a un área apartada con la promesa de tener relaciones sexuales. El IRA exige la liberación de sus miembros encarcelados, amenazando con ejecutar a Jody en tres días si sus demandas no son cumplidas. Fergus es asignado para custodiar a Jody y, con el tiempo, desarrolla una extraña amistad con el prisionero. Durante su reclusión, Jody comparte la historia del Escorpión y la Rana con Fergus.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.4787996150473577,False
290,"En 1904, Nicolás II, que acaba de tener un hijo, está preocupado por la guerra ruso-japonesa, que acaba de comenzar, y por las reclamaciones cada vez más insistentes de su pueblo que desea un gobierno representativo. El conde Witte y el gran duque Nicolás le aconsejan acabar la guerra en los plazos más breves y liberalizar un poco su régimen, pero el zar quiere ser fiel a la autocracia legada por su padre.",4,4_amsterdam_reina_rey_castillo,"['amsterdam', 'reina', 'rey', 'castillo', 'maurice', 'trono', 'príncipe', 'princesa', 'torneo', 'ingleses']","A su regreso de las Cruzadas, el rey Ricardo Corazón de León (Norman Wooland) es apresado en Austria. Para su rescate es necesaria una elevada suma de dinero que su hermano Juan sin Tierra (Guy Rolfe) se niega a pagar, ya que así puede seguir usurpando el trono de Inglaterra. Entre los partidarios de Ricardo se encuentra el caballero sajón Wilfred de Ivanhoe (Robert Taylor), quien lucha por conseguir el rescate. Ivanhoe era hijo de Cedric el sajón (Finlay Currie), dirigente de la resistencia sajona frente a la dominación normanda. Pero éste había renegado de su hijo porque había marchado a las Cruzadas sin su autorización, abandonando temporalmente a Lady Rowena (Joan Fontaine), última descendiente de la realeza sajona. ",amsterdam - reina - rey - castillo - maurice - trono - príncipe - princesa - torneo - ingleses,0.5620108151566883,False
291,"Clarice Starling, una joven investigadora en formación del FBI, interrumpe su rutina de ejercicios en los bosques de Quantico, Virginia, al recibir un llamado urgente de Jack Crawford, el agente a cargo de la Unidad de Ciencias del Comportamiento. Crawford le asigna una tarea delicada: presentar un cuestionario al psiquiatra Hannibal Lecter, un peligroso asesino en serie y caníbal que está recluido en el Hospital Estatal de Baltimore para Dementes Criminales. ",2,2_policía_valjean_merrick_prisión,"['policía', 'valjean', 'merrick', 'prisión', 'cogburn', 'malcolm', 'stallworth', 'hospital', 'martin', 'hampton']","En el oeste de Texas, en junio de 1980, todo está desolado y es un país abierto. El investigador de homicidios Ed Tom Bell (Tommy Lee Jones) lamenta el aumento de la violencia en una región en la que, como su padre y su abuelo antes que él, se ha vinculado a la oficina del sheriff.",policía - valjean - merrick - prisión - cogburn - malcolm - stallworth - hospital - martin - hampton,0.5679813346357895,False
292,"La película cuenta la historia de Maggie Fitzgerald (Hilary Swank), una camarera de 31 años y cuyo sueño es ser boxeadora profesional. Diariamente va a Los Ángeles para poder entrenar en el gimnasio de Frankie Dunn (Clint Eastwood), un entrenador personal cuyo deseo es que su protegido, Willie Little (Mike Colter), sea campeón. En el mismo gimnasio también trabaja Eddie ""Scrap-Iron"" Dupris (Morgan Freeman), un antiguo boxeador ciego de un ojo y viejo amigo de Frankie.",1,1_película_gillis_freddie_john,"['película', 'gillis', 'freddie', 'john', 'juguetes', 'george', 'michael', 'maggie', 'norma', 'años']","La película está dedicada a la vida y obra del periodista, prosista y socialista estadounidense John Reed , así como a su relación con su futura esposa, la periodista Louise Bryant durante el periodo 1915-1920. La película contiene entrevistas con contemporáneos y amigos de los personajes principales, así como con personajes históricos, incluido Scott Nearing  , un activista por la paz estadounidense y radical de 98 años . Otros testigos incluyen a la periodista estadounidense Dorothy Frooks , el influyente periodista George Seldes y el escritor Henry Miller .",película - gillis - freddie - john - juguetes - george - michael - maggie - norma - años,0.6888011556300835,False
293,"Es la historia de Puyi, el último emperador de China, que subió al trono a los dos años en 1908 y fue adorado por 500 millones de personas como divinidad. Gobernó en la Ciudad Prohibida hasta que las fuerzas republicanas, que querían abolir la corte imperial, lo encerraron allí, y allí se casó dos veces. Más tarde, tuvo que abdicar e irse. ",3,3_kuribayashi_capitán_kaffee_soldados,"['kuribayashi', 'capitán', 'kaffee', 'soldados', 'schofield', 'coronel', 'teniente', 'marina', 'alemán', 'soldado']","En la mañana del 6 de junio de 1944, comienzo de la invasión de Normandía, los soldados estadounidenses se preparan para desembarcar en la playa de Omaha. Nada más abrirse las puertas de sus lanchas de desembarco son recibidos por un feroz fuego de Ametralladoras MG 42 y artillería alemana, que masacra a muchos de los soldados en cuanto ponen pie en tierra. El capitán John H. Miller, al mando de la compañía Charlie del 2.º Batallón Ranger, sobrevive a la carnicería del desembarco, reúne a un grupo de soldados para intentar penetrar las defensas alemanas y abre brecha para avanzar desde la playa.",kuribayashi - capitán - kaffee - soldados - schofield - coronel - teniente - marina - alemán - soldado,0.18742608594820587,False
294,"La trama se desenvuelve alrededor de Charlie Simms (Chris O'Donnell), un estudiante que proviene de una familia pobre, becado en una prestigiosa escuela preparatoria privada.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.4672480516359553,False
295,"La película consta de cuatro episodios sobre la colonización del Oeste, que tienen lugar entre 1830 y 1890. Los dos primeros y el último fueron dirigidos por Henry Hathaway y el tercero por George Marshall, pero incluye también un interludio dirigido por John Ford, ambientado en la guerra de Secesión.",1,1_película_gillis_freddie_john,"['película', 'gillis', 'freddie', 'john', 'juguetes', 'george', 'michael', 'maggie', 'norma', 'años']","La película está dedicada a la vida y obra del periodista, prosista y socialista estadounidense John Reed , así como a su relación con su futura esposa, la periodista Louise Bryant durante el periodo 1915-1920. La película contiene entrevistas con contemporáneos y amigos de los personajes principales, así como con personajes históricos, incluido Scott Nearing  , un activista por la paz estadounidense y radical de 98 años . Otros testigos incluyen a la periodista estadounidense Dorothy Frooks , el influyente periodista George Seldes y el escritor Henry Miller .",película - gillis - freddie - john - juguetes - george - michael - maggie - norma - años,0.3637969845631965,False
296,"Marie Sklodowska (Greer Garson) es una pobre e idealista estudiante polaca que vive en París y estudia en la Sorbona. Descuidando su salud, un día se desmaya durante una clase del Profesor Perot (Albert Bassermann) quien, compresivamente, y al descubrir que no tiene amigos o familiares en París, la invita a una velada que su mujer está haciendo para el cuerpo docente de la facultad. Entre los muchos invitados se encuentra el físico Pierre Curie (Walter Pidgeon), un hombre extremadamente tímido y distraído que se dedica completamente a su trabajo. Con recomendación de Perot, permite a Marie compartir su laboratorio para que ella finalice sus investigaciones, y descubre que ella posee mucho talento. Horrorizado, luego que ella le informa que planea regresar a Polonia para enseñar después de su graduación, en lugar de dedicar su vida a seguir con sus investigaciones, Pierre decide invitarla a pasar unos días a la casa de campo de su familia. Tanto Marie como Pierre tienden a concentrarse tanto en la ciencia, en la medida en que no se dan cuenta hasta el último minuto en que se enamoran. Incluso cuando Pierre le pide a Marie que sea su esposa, lo hace en términos de razón, lógica y química.",6,6_romeo_mario_julieta_corleone,"['romeo', 'mario', 'julieta', 'corleone', 'marie', 'michael', 'capitán', 'bonasera', 'montesco', 'pierre']","Maria es una joven austriaca de espíritu libre que estudia para convertirse en monja en la Abadía de Nonnberg en Salzburgo. Su entusiasmo juvenil y su falta de disciplina causan cierta preocupación. La madre abadesa envía a María a la villa del oficial naval retirado, el capitán Georg von Trapp, para que sea la institutriz de sus siete hijos —Liesl, Friedrich, Louisa, Kurt, Brigitta, Marta y Gretl—. El Capitán ha estado criando solo a sus hijos bajo una estricta disciplina militar tras la muerte de su esposa. Aunque los niños se portan mal al principio, María responde con amabilidad y paciencia, y pronto los niños llegan a confiar en ella y respetarla.",romeo - mario - julieta - corleone - marie - michael - capitán - bonasera - montesco - pierre,0.4701287010322637,False
297,"En la escena inicial, que transcurre en una habitación de hotel, se ve a un individuo golpear hasta la muerte a un hombre judío llamado Joseph Samuels. Nombrado responsable de la investigación del asesinato, el Capitán Finlay sospecha que el asesino puede estar entre un grupo de soldados ya retirados que habían estado con Samuels, la misma noche de su muerte, y una acompañante.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.532681292607166,False
298,"Terry Randall (Hepburn) es una joven aspirante a actriz que llega al ""Footlight Club"", una pensión teatral de Nueva York, donde viven otras actrices que desean triunfar. Allí su presencia provoca roces con ellas, incluyendo su nueva compañera de habitación Jean Maitland (Rogers), a quien le hace poca gracia la llegada de Hepburn a la casa. Cuando el productor teatral Anthony Powell (Menjou) se fija en la atractiva Jean, es Terry, sin embargo, quien se introduce en la escena. Algunas compañeras no tendrán más remedio que olvidar sus sueños, quedarse, casarse o volver al pueblo que un día abandonaron.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.20756858658087685,False
299,"Una joven bailarina de ballet se debate entre dos hombres, un compositor y un autoritario empresario.",0,0_roxie_madre_familia_york,"['roxie', 'madre', 'familia', 'york', 'mark', 'nueva', 'daisy', 'woody', 'bird', 'bugsy']","Nina Sayers (Natalie Portman) es una joven e introvertida bailarina en una prestigiosa compañía de ballet de Nueva York. Vive con su madre, Erica (Barbara Hershey), que es una exbailarina y quien la consiente y la trata como una niña. ",roxie - madre - familia - york - mark - nueva - daisy - woody - bird - bugsy,1.0,False
300,"Bobby Dupea (Jack Nicholson) trabaja en una plataforma petrolífera y dedica su tiempo libre a beber cerveza y jugar al póker. Atormentado, mujeriego y hosco, desprecia a su novia Rayette (Karen Black) -bonita pero tonta- y huye de su pasado como niño prodigio del piano. Cuando vuelve al hogar familiar a visitar a su padre moribundo conoce a la mujer de su hermano, la sofisticada Catherine (Susan Anspach), de quien se enamora.",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.18178704218595776,False
301,"En 1997, el exmánager de Elvis Presley (Austin Butler), el coronel Tom Parker (Tom Hanks), se encuentra en su lecho de muerte tras sufrir un derrame cerebral. Cuidando una adicción al juego de azar que lo ha dejado en la indigencia, recuerda cómo conoció al ""rey del rock y roll"".",-1,-1_después_casa_arthur_sam,"['después', 'casa', 'arthur', 'sam', 'familia', 'michael', 'finalmente', 'hijo', 'guerra', 'tiempo']","La historia comienza con un recuerdo de cómo el hobbit Smeágol llegó a poseer el Anillo de Poder, tras matar a su amigo Déagol, quien lo había encontrado en el fondo de un río (donde cayó muchos años antes, como se vio en la primera película, cuando unos orcos asesinaron a Isildur, quien había cortado el dedo a Sauron en el Sitio de Barad-dûr, que concluyó la Guerra de la Última Alianza, y había conservado el Anillo a pesar de las advertencias de Elrond). A partir de entonces continúa el relato en donde se dejó mientras Gollum lleva a Frodo y Sam a través de la entrada cercana a Minas Morgul, en donde ven a sus ejércitos partir a la guerra. ",después - casa - arthur - sam - familia - michael - finalmente - hijo - guerra - tiempo,0.17855353282877262,False
302,"El filme inicia con Jackson «Jack» Maine (Bradley Cooper), un famoso cantante de country rock adicto al alcohol y las drogas, durante uno de sus conciertos tocando el tema «Black Eyes». Lo acompaña su medio hermano mayor y mánager, Bobby (Sam Elliott), quien es también su único familiar con vida. Tras el concierto, Jack visita un bar drag donde es testigo de un tributo a Édith Piaf realizado por una joven cantante llamada Ally (Lady Gaga), quien interpreta una versión del tema «La vie en rose». Sorprendido por la actuación, Jack invita a Ally a tomar unos tragos y canta el tema «Maybe It's Time» para el personal del bar mientras la espera. Más tarde, ambos visitan otro bar donde Ally cuenta que ha intentado lanzarse como cantante pero ha sido rechazada por su imagen en múltiples ocasiones. En medio de la conversación, son interrumpidos por un admirador de Jack que quiere tomarse una fotografía, lo cual molesta a Ally e inicia una pelea, así que ambos se retiran y van a un supermercado. En el estacionamiento de este, Jack le cuenta a Ally que su madre falleció durante el parto y su padre también tenía adicciones. En ello, Ally improvisa un verso donde narra lo vacío que debe sentirse Jack.",1,1_película_gillis_freddie_john,"['película', 'gillis', 'freddie', 'john', 'juguetes', 'george', 'michael', 'maggie', 'norma', 'años']","La película está dedicada a la vida y obra del periodista, prosista y socialista estadounidense John Reed , así como a su relación con su futura esposa, la periodista Louise Bryant durante el periodo 1915-1920. La película contiene entrevistas con contemporáneos y amigos de los personajes principales, así como con personajes históricos, incluido Scott Nearing  , un activista por la paz estadounidense y radical de 98 años . Otros testigos incluyen a la periodista estadounidense Dorothy Frooks , el influyente periodista George Seldes y el escritor Henry Miller .",película - gillis - freddie - john - juguetes - george - michael - maggie - norma - años,0.6383146361289171,False
303,"Jordan Benedict (Rock Hudson), dueño de una extensa hacienda, conoce en Maryland a Leslie (Elizabeth Taylor), y se casa con ella. Ya en su estancia, pronto se dan cuenta de las diferencias que les separan. Tienen tres hijos. ",0,0_roxie_madre_familia_york,"['roxie', 'madre', 'familia', 'york', 'mark', 'nueva', 'daisy', 'woody', 'bird', 'bugsy']","Nina Sayers (Natalie Portman) es una joven e introvertida bailarina en una prestigiosa compañía de ballet de Nueva York. Vive con su madre, Erica (Barbara Hershey), que es una exbailarina y quien la consiente y la trata como una niña. ",roxie - madre - familia - york - mark - nueva - daisy - woody - bird - bugsy,0.5193699650008674,False
304,"Se ambienta en el año 1935 en Waxahachie , Texas , un pequeño pueblo en medio de la Gran Depresión. Un domingo por la tarde, el sheriff, Royce Spalding, va a investigar los disparos en los patios ferroviarios. Un adolescente negro alegremente borracho, Wylie, está disparando un revólver. Llega a una cámara vacía y, pensando que el arma está vacía, apunta al sheriff y lo mata. El cuerpo de Royce es llevado a casa de su viuda, Edna, y sus hijos. Un camión lleno de vigilantes arrastra el cuerpo de Wylie detrás de ellos y se detiene frente a la casa Spalding. Más tarde, los amigos de Wylie bajan su cuerpo de un árbol. Los dos hombres son enterrados el mismo día.",2,2_policía_valjean_merrick_prisión,"['policía', 'valjean', 'merrick', 'prisión', 'cogburn', 'malcolm', 'stallworth', 'hospital', 'martin', 'hampton']","En el oeste de Texas, en junio de 1980, todo está desolado y es un país abierto. El investigador de homicidios Ed Tom Bell (Tommy Lee Jones) lamenta el aumento de la violencia en una región en la que, como su padre y su abuelo antes que él, se ha vinculado a la oficina del sheriff.",policía - valjean - merrick - prisión - cogburn - malcolm - stallworth - hospital - martin - hampton,1.0,False
